INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,IMP_AGE,M_IMP_AGE,AGE_BIN,IMP_YOJ,M_IMP_YOJ,IMP_INCOME,M_IMP_INCOME,IMP_JOB,M_IMP_JOB,IMP_HOME_VAL,M_IMP_HOME_VAL,IMP_TRAVTIME,IMP_BLUEBOOK,OLDCLAIM_BIN,IMP_CAR_AGE,M_IMP_CAR_AGE
122,0,0,0,43,0,11,"$132,561",No,"$314,433",z_No,M,Masters,Professional,8,Commercial,"$30,150",16,Panel Truck,no,"$12,294",1,No,0,1,Highly Urban/ Urban,43,0,2,11,0,132560.85025,0,Professional,0,314432.75753,0,8.1834877021,30150,3,1,0
124,0,0,0,66,1,17,"$96,830",No,"$325,826",Yes,M,Masters,Professional,23,Private,"$11,180",7,z_SUV,no,$0,0,No,0,16,Highly Urban/ Urban,66,0,5,17,0,96829.724113,0,Professional,0,325825.7278,0,23.416623861,11180,0,16,0
127,1,2143,0,52,0,7,"$64,014",No,"$244,863",Yes,M,<High School,z_Blue Collar,33,Commercial,"$7,900",4,Pickup,yes,"$8,882",3,No,1,5,Highly Urban/ Urban,52,0,3,7,0,64013.816316,0,z_Blue Collar,0,244862.52215,0,32.717234445,7900,2,5,0
130,0,0,1,38,1,7,,No,$0,Yes,z_F,z_High School,Student,40,Private,"$7,050",4,Sports Car,no,$0,0,No,0,10,z_Highly Rural/ Rural,38,0,2,7,0,6309.65,1,Student,0,0,0,40.175644323,7050,0,10,0
132,0,0,0,47,0,14,,No,"$276,241",Yes,M,Bachelors,Manager,48,Private,"$21,320",1,Van,yes,$0,0,No,0,13,Highly Urban/ Urban,47,0,3,14,0,87461.56,1,Manager,0,276240.84941,0,47.830788416,21320,0,13,0
133,0,0,0,37,0,12,"$123,520",No,"$383,731",Yes,M,Bachelors,z_Blue Collar,14,Commercial,"$17,550",1,Van,no,$0,0,No,0,,Highly Urban/ Urban,37,0,2,12,0,123519.64009,0,z_Blue Collar,0,383730.71668,0,14.364391364,17550,0,8,1
134,0,0,0,47,0,13,"$45,257",No,"$160,051",Yes,M,Bachelors,Clerical,33,Commercial,"$29,210",6,Panel Truck,yes,$0,0,No,0,,Highly Urban/ Urban,47,0,3,13,0,45257.207318,0,Clerical,0,160051.12974,0,32.668548334,29210,0,8,1
136,0,0,1,61,2,17,"$41,857",No,"$169,015",Yes,z_F,Masters,Manager,35,Private,"$20,870",1,Sports Car,no,$0,0,No,0,21,Highly Urban/ Urban,61,0,4,17,0,41857.203091,0,Manager,0,169015.15679,0,34.861582223,20870,0,21,0
137,1,2114,0,41,1,8,"$126,468",Yes,$0,z_No,z_F,Masters,Manager,34,Commercial,"$32,690",3,Pickup,no,$0,0,No,2,18,Highly Urban/ Urban,41,0,2,8,0,126468.26501,0,Manager,0,0,0,34.494562944,32690,0,18,0
138,0,0,3,40,3,9,"$75,516",No,"$247,673",Yes,z_F,z_High School,z_Blue Collar,53,Commercial,"$13,050",5,Sports Car,no,$0,0,Yes,0,6,z_Highly Rural/ Rural,40,0,2,9,0,75516.336105,0,z_Blue Collar,0,247672.79747,0,52.879127786,13050,0,6,0
139,0,0,0,52,0,16,"$76,954",No,"$249,290",z_No,M,Bachelors,Professional,44,Private,"$19,540",6,Minivan,yes,$0,0,Yes,0,11,Highly Urban/ Urban,52,0,3,16,0,76953.902271,0,Professional,0,249289.56605,0,43.719541214,19540,0,11,0
140,0,0,0,58,1,8,"$150,352",No,"$421,665",Yes,z_F,Masters,Manager,21,Private,"$24,240",6,Pickup,no,$0,0,No,0,17,Highly Urban/ Urban,58,0,4,8,0,150352.46217,0,Manager,0,421665.24197,0,21.012659236,24240,0,17,0
142,1,8671,1,38,1,12,"$37,580",No,"$173,495",Yes,z_F,<High School,Clerical,36,Private,"$5,260",7,z_SUV,no,$867,2,No,0,1,Highly Urban/ Urban,38,0,2,12,0,37579.711648,0,Clerical,0,173495.3221,0,35.818130306,5260,1,1,0
143,1,6287,0,41,2,15,"$23,344",No,"$147,172",Yes,M,z_High School,z_Blue Collar,10,Private,"$7,930",1,Pickup,no,$0,0,No,1,1,Highly Urban/ Urban,41,0,2,15,0,23344.167056,0,z_Blue Collar,0,147172.15527,0,9.9262696098,7930,0,1,0
144,0,0,0,37,0,16,"$43,290",No,"$158,771",Yes,z_F,Bachelors,z_Blue Collar,29,Private,"$23,640",1,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban,37,0,2,16,0,43289.791302,0,z_Blue Collar,0,158771.37238,0,29.455068125,23640,0,10,0
145,0,0,0,48,0,10,"$48,737",No,"$220,264",Yes,M,Bachelors,Manager,24,Private,"$11,220",9,Pickup,yes,$0,0,No,1,1,Highly Urban/ Urban,48,0,3,10,0,48737.212251,0,Manager,0,220263.78484,0,23.888002336,11220,0,1,0
146,0,0,0,47,0,12,"$64,259",No,"$202,031",Yes,M,z_High School,Clerical,26,Private,"$25,100",18,Minivan,no,"$9,526",4,No,3,9,Highly Urban/ Urban,47,0,3,12,0,64259.482559,0,Clerical,0,202031.38887,0,25.574203655,25100,2,9,0
149,0,0,0,41,0,6,"$12,541",No,$0,z_No,M,<High School,Clerical,5,Private,"$7,500",1,Minivan,yes,$0,0,No,0,1,z_Highly Rural/ Rural,41,0,2,6,0,12541.077259,0,Clerical,0,0,0,5,7500,0,1,0
150,0,0,0,47,0,12,"$104,271",No,"$265,153",Yes,M,Masters,,40,Commercial,"$36,120",4,Panel Truck,yes,$0,0,No,0,11,Highly Urban/ Urban,47,0,3,12,0,104270.5111,0,Lawyer,1,265153.26701,0,40.198728282,36120,0,11,0
152,0,0,0,44,1,,"$67,278",No,"$220,556",Yes,z_F,Masters,Lawyer,49,Private,"$20,210",1,Minivan,no,$0,0,No,0,16,z_Highly Rural/ Rural,44,0,2,10,1,67277.957623,0,Lawyer,0,220555.74009,0,49.357665142,20210,0,16,0
153,0,0,0,46,0,10,"$104,990",No,"$306,540",z_No,z_F,Bachelors,Professional,40,Private,"$16,080",13,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban,46,0,3,10,0,104990.11143,0,Professional,0,306539.64765,0,39.941948767,16080,0,7,0
154,0,0,0,49,0,6,"$89,948",No,$0,z_No,z_F,Bachelors,Professional,37,Private,"$18,160",7,z_SUV,no,$0,0,No,4,9,Highly Urban/ Urban,49,0,3,6,0,89947.994838,0,Professional,0,0,0,36.921435403,18160,0,9,0
155,0,0,0,33,1,12,"$111,427",No,"$321,483",Yes,z_F,Masters,,35,Commercial,"$28,180",1,Van,no,$0,0,No,3,4,Highly Urban/ Urban,33,0,1,12,0,111426.9466,0,Lawyer,1,321483.06207,0,34.868695753,28180,0,4,0
158,1,1807,1,43,2,11,"$76,159",Yes,$0,z_No,z_F,Bachelors,Professional,52,Private,"$19,750",4,z_SUV,no,$0,0,Yes,0,,Highly Urban/ Urban,43,0,2,11,0,76158.644992,0,Professional,0,0,0,52.423060836,19750,0,8,1
159,0,0,0,62,0,6,"$107,734",No,$0,z_No,z_F,PhD,Lawyer,54,Private,"$18,470",3,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban,62,0,4,6,0,107734.35055,0,Lawyer,0,0,0,53.90578607,18470,0,15,0
160,1,10593.946633,0,42,0,0,$0,No,,z_No,M,<High School,Student,47,Commercial,"$5,700",11,Pickup,yes,$0,0,No,5,1,Highly Urban/ Urban,42,0,2,0,0,0,0,Student,0,15385.9,1,46.932840387,5700,0,1,0
161,0,0,0,36,2,12,"$25,282",Yes,$0,z_No,z_F,z_High School,Clerical,38,Private,"$11,160",1,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural,36,0,2,12,0,25282.17597,0,Clerical,0,0,0,37.642763453,11160,0,1,0
162,0,0,0,47,0,11,"$18,549",No,"$116,136",Yes,M,Masters,Lawyer,24,Private,"$12,800",7,Minivan,no,$0,0,No,0,14,Highly Urban/ Urban,47,0,3,11,0,18548.736528,0,Lawyer,0,116136.27836,0,23.986278107,12800,0,14,0
163,0,0,0,50,0,14,,No,"$147,191",Yes,M,z_High School,Clerical,11,Commercial,"$17,300",13,Van,yes,$0,0,No,0,7,Highly Urban/ Urban,50,0,3,14,0,33861.19,1,Clerical,0,147191.33625,0,10.953297564,17300,0,7,0
164,0,0,0,51,0,9,"$50,166",No,"$187,297",z_No,M,z_High School,z_Blue Collar,32,Commercial,"$11,620",1,Pickup,no,"$50,701",3,Yes,0,1,Highly Urban/ Urban,51,0,3,9,0,50165.613695,0,z_Blue Collar,0,187296.86434,0,32.441009838,11620,3,1,0
165,0,0,0,46,0,8,"$73,872",No,"$245,878",Yes,z_F,Masters,Lawyer,43,Private,"$20,240",4,Sports Car,no,$0,0,No,0,16,z_Highly Rural/ Rural,46,0,3,8,0,73871.575785,0,Lawyer,0,245877.50127,0,42.802738484,20240,0,16,0
166,0,0,0,50,0,14,"$73,343",No,"$254,600",Yes,z_F,z_High School,Manager,60,Private,"$20,010",1,Minivan,no,"$4,179",2,No,4,8,Highly Urban/ Urban,50,0,3,14,0,73343.037327,0,Manager,0,254599.82524,0,59.825510015,20010,1,8,0
167,1,6158,0,43,2,15,"$49,849",Yes,$0,z_No,z_F,Masters,Lawyer,35,Private,"$13,130",1,z_SUV,no,"$3,622",3,No,4,20,Highly Urban/ Urban,43,0,2,15,0,49848.958168,0,Lawyer,0,0,0,35.020970559,13130,1,20,0
168,1,4887,1,39,1,16,"$12,054",No,$0,Yes,z_F,<High School,Student,28,Commercial,"$15,760",4,Pickup,no,"$1,738",2,Yes,4,1,Highly Urban/ Urban,39,0,2,16,0,12054.369672,0,Student,0,0,0,28.066243209,15760,1,1,0
169,0,0,0,43,3,14,"$48,184",No,"$209,188",Yes,z_F,z_High School,z_Blue Collar,50,Commercial,"$14,530",12,Sports Car,no,"$6,891",2,No,5,1,Highly Urban/ Urban,43,0,2,14,0,48184.263375,0,z_Blue Collar,0,209188.26515,0,50.499904186,14530,2,1,0
170,1,5147,0,60,3,18,"$78,936",No,"$235,670",Yes,z_F,Masters,Lawyer,40,Private,"$20,350",6,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban,60,0,4,18,0,78935.923466,0,Lawyer,0,235670.33181,0,39.873299628,20350,0,15,0
171,0,0,0,55,0,0,$0,No,$0,z_No,M,<High School,Student,33,Private,"$7,000",4,Pickup,no,$0,0,No,0,1,z_Highly Rural/ Rural,55,0,3,0,0,0,0,Student,0,0,0,33.147907962,7000,0,1,0
172,0,0,0,40,0,10,"$78,914",No,"$229,055",z_No,z_F,Bachelors,Manager,36,Private,"$5,500",10,z_SUV,no,"$6,803",2,No,6,10,Highly Urban/ Urban,40,0,2,10,0,78913.726342,0,Manager,0,229054.53248,0,36.405591384,5500,2,10,0
173,0,0,0,39,0,6,"$77,125",No,"$210,840",Yes,z_F,Bachelors,Clerical,49,Private,"$9,570",7,Sports Car,no,$0,0,No,1,13,Highly Urban/ Urban,39,0,2,6,0,77125.020016,0,Clerical,0,210839.93185,0,48.962569337,9570,0,13,0
175,0,0,0,38,0,14,"$25,835",No,"$109,685",Yes,M,z_High School,Clerical,29,Private,"$8,490",6,Pickup,yes,$0,0,No,1,12,Highly Urban/ Urban,38,0,2,14,0,25835.167345,0,Clerical,0,109685.39185,0,28.713982505,8490,0,12,0
176,0,0,0,42,0,12,"$47,660",No,"$180,206",Yes,M,Masters,Professional,31,Private,"$11,940",7,Pickup,yes,$974,2,No,6,18,Highly Urban/ Urban,42,0,2,12,0,47659.980413,0,Professional,0,180205.5414,0,31.299250155,11940,1,18,0
177,0,0,0,42,0,10,"$123,143",No,"$306,368",z_No,z_F,Masters,Manager,16,Private,"$24,930",4,Minivan,no,$0,0,No,3,14,Highly Urban/ Urban,42,0,2,10,0,123142.93159,0,Manager,0,306368.26259,0,16.192347913,24930,0,14,0
178,0,0,0,49,0,8,"$22,059",No,"$123,924",Yes,z_F,<High School,Clerical,24,Commercial,"$21,990",11,Pickup,no,$0,0,No,1,1,Highly Urban/ Urban,49,0,3,8,0,22059.27854,0,Clerical,0,123924.36189,0,24.298888905,21990,0,1,0
179,0,0,1,36,1,12,"$50,750",Yes,$0,z_No,z_F,Masters,Manager,26,Private,"$10,170",7,z_SUV,no,"$5,877",3,No,7,14,Highly Urban/ Urban,36,0,2,12,0,50749.535602,0,Manager,0,0,0,25.934557096,10170,2,14,0
180,0,0,0,34,1,10,"$23,571",Yes,$0,z_No,M,z_High School,Clerical,35,Commercial,"$12,180",7,Pickup,yes,$0,0,No,0,7,Highly Urban/ Urban,34,0,1,10,0,23570.523021,0,Clerical,0,0,0,35.147684005,12180,0,7,0
181,0,0,0,49,0,0,$0,No,"$79,913",Yes,z_F,PhD,Home Maker,29,Private,"$18,110",7,z_SUV,no,$0,0,No,1,1,Highly Urban/ Urban,49,0,3,0,0,0,0,Home Maker,0,79912.822874,0,28.515185018,18110,0,1,0
182,0,0,0,52,0,12,"$35,631",No,"$155,972",Yes,M,z_High School,Clerical,39,Private,"$6,040",10,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban,52,0,3,12,0,35630.755221,0,Clerical,0,155971.68804,0,39.116023215,6040,0,1,0
183,0,0,0,50,0,11,"$129,234",No,$0,z_No,M,PhD,Doctor,37,Private,"$21,200",4,Van,yes,$0,0,No,0,,Highly Urban/ Urban,50,0,3,11,0,129234.34893,0,Doctor,0,0,0,37.168098304,21200,0,8,1
184,0,0,0,53,0,12,,No,$0,z_No,z_F,<High School,Clerical,16,Private,"$11,650",10,z_SUV,no,"$6,175",1,No,2,7,Highly Urban/ Urban,53,0,3,12,0,33861.19,1,Clerical,0,0,0,16.382643068,11650,2,7,0
185,0,0,0,55,0,14,"$55,409",No,"$162,237",Yes,M,Bachelors,z_Blue Collar,45,Commercial,"$27,890",4,Panel Truck,no,$0,0,No,0,14,z_Highly Rural/ Rural,55,0,3,14,0,55408.832411,0,z_Blue Collar,0,162236.86184,0,44.877796861,27890,0,14,0
187,0,0,0,40,4,15,"$48,067",Yes,"$186,025",z_No,z_F,Bachelors,Clerical,21,Private,"$18,120",8,Minivan,no,$0,0,No,0,8,Highly Urban/ Urban,40,0,2,15,0,48066.657331,0,Clerical,0,186025.31478,0,21.441765081,18120,0,8,0
188,0,0,0,45,2,12,"$64,867",No,"$210,631",Yes,z_F,Masters,Lawyer,21,Private,"$12,490",1,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban,45,0,2,12,0,64866.957874,0,Lawyer,0,210630.87864,0,20.91153361,12490,0,10,0
189,0,0,0,80,2,23,"$97,716",No,"$389,344",Yes,M,Bachelors,Professional,14,Private,"$15,920",13,Minivan,yes,$0,0,No,2,10,Highly Urban/ Urban,80,0,5,19,0,97715.973118,0,Professional,0,389344.44538,0,14.498241127,15920,0,10,0
190,0,0,0,48,0,10,"$39,613",No,"$159,534",Yes,M,z_High School,z_Blue Collar,48,Commercial,"$8,460",10,Pickup,yes,"$7,437",2,No,6,1,Highly Urban/ Urban,48,0,3,10,0,39613.246201,0,z_Blue Collar,0,159534.23741,0,48.433682742,8460,2,1,0
191,0,0,0,37,0,11,,No,,z_No,M,z_High School,Student,69,Private,"$14,130",1,Minivan,yes,$0,0,No,1,,z_Highly Rural/ Rural,37,0,2,11,0,6309.65,1,Student,0,15385.9,1,69.417936067,14130,0,8,1
192,0,0,0,40,0,11,"$49,780",No,$0,z_No,z_F,<High School,Clerical,52,Private,"$10,500",6,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural,40,0,2,11,0,49780.045392,0,Clerical,0,0,0,52.31867158,10500,0,1,0
194,0,0,0,45,0,11,"$60,845",No,$0,z_No,z_F,Bachelors,Manager,31,Private,"$24,260",4,Minivan,no,$0,0,No,0,18,Highly Urban/ Urban,45,0,2,11,0,60845.01545,0,Manager,0,0,0,31.481857858,24260,0,18,0
196,1,6087,0,42,0,12,"$136,344",No,$0,z_No,z_F,PhD,Doctor,45,Private,"$13,160",1,Sports Car,no,$0,0,No,0,17,Highly Urban/ Urban,42,0,2,12,0,136343.7947,0,Doctor,0,0,0,45.259045892,13160,0,17,0
197,0,0,0,36,0,7,"$70,313",No,"$211,506",Yes,z_F,Bachelors,Professional,55,Private,"$14,960",6,Minivan,no,"$7,650",3,No,5,4,Highly Urban/ Urban,36,0,2,7,0,70313.39302,0,Professional,0,211506.29515,0,55.319845905,14960,2,4,0
198,0,0,0,45,3,15,"$23,773",Yes,$0,z_No,z_F,z_High School,Home Maker,9,Commercial,"$34,510",7,Van,no,$0,0,No,0,1,z_Highly Rural/ Rural,45,0,2,15,0,23773.037645,0,Home Maker,0,0,0,8.984425864,34510,0,1,0
199,0,0,0,52,0,11,"$115,713",No,"$327,167",z_No,z_F,Bachelors,Professional,28,Private,"$21,660",6,Sports Car,no,$0,0,No,0,11,z_Highly Rural/ Rural,52,0,3,11,0,115713.10434,0,Professional,0,327167.04067,0,28.391039558,21660,0,11,0
200,0,0,0,41,0,8,"$55,364",No,$0,z_No,M,z_High School,Clerical,17,Commercial,"$31,390",1,Panel Truck,yes,$0,0,No,3,1,z_Highly Rural/ Rural,41,0,2,8,0,55363.537137,0,Clerical,0,0,0,16.897385097,31390,0,1,0
201,0,0,0,36,0,14,"$27,693",No,"$130,324",Yes,z_F,<High School,Clerical,37,Private,"$11,300",10,Sports Car,no,"$19,385",1,No,4,7,Highly Urban/ Urban,36,0,2,14,0,27693.238025,0,Clerical,0,130324.07988,0,36.6696728,11300,3,7,0
202,0,0,0,56,0,0,$0,No,"$103,058",Yes,z_F,Bachelors,Home Maker,29,Private,"$27,890",13,z_SUV,no,"$25,147",2,No,0,9,Highly Urban/ Urban,56,0,4,0,0,0,0,Home Maker,0,103058.42708,0,28.789504671,27890,3,9,0
203,0,0,1,53,1,0,$0,No,$0,Yes,z_F,<High School,Student,34,Private,"$1,500",10,Sports Car,no,"$1,175",3,No,2,7,z_Highly Rural/ Rural,53,0,3,0,0,0,0,Student,0,0,0,34.218037653,1500,1,7,0
204,1,3894,0,39,0,12,"$32,936",No,"$169,721",z_No,z_F,z_High School,Clerical,12,Private,"$1,500",6,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban,39,0,2,12,0,32936.11043,0,Clerical,0,169721.47956,0,12.406165159,1500,0,7,0
205,0,0,0,38,0,11,"$33,151",No,"$184,852",Yes,z_F,Bachelors,Professional,31,Private,"$11,530",13,z_SUV,no,$0,0,No,0,9,z_Highly Rural/ Rural,38,0,2,11,0,33151.054518,0,Professional,0,184851.79681,0,30.610837852,11530,0,9,0
206,1,2659,1,45,3,0,$0,Yes,$0,z_No,M,z_High School,Home Maker,36,Private,"$16,510",4,Minivan,no,"$17,445",3,Yes,0,1,Highly Urban/ Urban,45,0,2,0,0,0,0,Home Maker,0,0,0,36.220251637,16510,3,1,0
207,0,0,0,46,0,14,"$24,575",No,"$176,282",Yes,z_F,z_High School,Home Maker,73,Private,"$8,560",10,Sports Car,no,$0,0,No,0,9,z_Highly Rural/ Rural,46,0,3,14,0,24574.848516,0,Home Maker,0,176282.34547,0,72.779139295,8560,0,9,0
208,0,0,0,43,2,16,"$32,546",No,"$200,891",Yes,M,<High School,Clerical,49,Private,"$5,800",10,Minivan,yes,$0,0,No,1,5,Highly Urban/ Urban,43,0,2,16,0,32545.949451,0,Clerical,0,200890.56301,0,49.213498744,5800,0,5,0
209,0,0,1,54,1,0,$0,Yes,$0,z_No,z_F,Bachelors,Home Maker,21,Private,"$18,820",6,z_SUV,no,"$5,537",1,No,6,9,Highly Urban/ Urban,54,0,3,0,0,0,0,Home Maker,0,0,0,21.265475373,18820,2,9,0
210,0,0,0,55,0,16,"$163,158",No,"$431,809",Yes,M,Masters,,44,Commercial,"$23,320",10,Panel Truck,no,$0,0,No,3,19,Highly Urban/ Urban,55,0,3,16,0,163158.38965,0,Doctor,1,431809.17322,0,44.200563592,23320,0,19,0
211,0,0,0,61,0,10,"$58,212",No,"$226,638",Yes,z_F,<High School,z_Blue Collar,37,Private,"$13,420",1,Sports Car,no,"$3,573",3,No,3,1,z_Highly Rural/ Rural,61,0,4,10,0,58211.977055,0,z_Blue Collar,0,226637.5962,0,36.918142635,13420,1,1,0
214,1,6693,0,53,0,15,"$84,345",No,"$264,549",Yes,z_F,Bachelors,Manager,36,Private,"$9,930",4,z_SUV,no,$0,0,No,3,5,Highly Urban/ Urban,53,0,3,15,0,84345.180121,0,Manager,0,264549.49562,0,35.824303804,9930,0,5,0
215,0,0,0,52,0,12,"$24,590",No,"$166,773",Yes,M,z_High School,z_Blue Collar,59,Commercial,"$10,350",14,Minivan,yes,"$1,507",1,No,0,,Highly Urban/ Urban,52,0,3,12,0,24590.043216,0,z_Blue Collar,0,166772.61849,0,59.468213615,10350,1,8,1
216,0,0,0,54,0,15,"$107,808",No,"$278,940",Yes,z_F,Bachelors,Manager,45,Commercial,"$27,020",7,Pickup,no,"$1,780",3,No,0,6,Highly Urban/ Urban,54,0,3,15,0,107808.40004,0,Manager,0,278940.1697,0,45.432327411,27020,1,6,0
218,0,0,0,51,0,15,"$76,443",No,"$257,889",Yes,z_F,Masters,Lawyer,7,Private,"$25,450",6,z_SUV,no,"$5,958",2,No,5,,Highly Urban/ Urban,51,0,3,15,0,76443.161501,0,Lawyer,0,257888.72731,0,6.8321451367,25450,2,8,1
219,0,0,0,39,2,12,"$59,685",No,"$197,089",Yes,M,z_High School,z_Blue Collar,42,Commercial,"$7,470",7,Pickup,no,$0,0,No,0,1,z_Highly Rural/ Rural,39,0,2,12,0,59684.98779,0,z_Blue Collar,0,197088.68536,0,42.07385528,7470,0,1,0
220,0,0,0,38,0,12,"$90,647",No,"$251,629",Yes,z_F,Masters,Lawyer,38,Private,"$13,740",4,Minivan,no,"$8,450",1,No,0,15,z_Highly Rural/ Rural,38,0,2,12,0,90646.775155,0,Lawyer,0,251628.75511,0,37.780914118,13740,2,15,0
221,1,4380,0,42,0,10,"$43,174",No,"$208,811",z_No,M,<High School,z_Blue Collar,48,Commercial,"$10,020",13,Pickup,yes,$0,0,No,0,1,Highly Urban/ Urban,42,0,2,10,0,43173.63322,0,z_Blue Collar,0,208811.157,0,48.430555398,10020,0,1,0
222,1,1826,0,31,2,14,"$30,653",Yes,$0,z_No,z_F,z_High School,Clerical,41,Private,"$12,930",13,Sports Car,no,"$35,666",2,Yes,0,7,Highly Urban/ Urban,31,0,1,14,0,30652.942298,0,Clerical,0,0,0,41.190713614,12930,3,7,0
224,0,0,0,41,2,0,$0,Yes,"$54,130",z_No,z_F,Masters,Home Maker,18,Private,"$32,090",6,Minivan,no,$0,0,No,0,17,z_Highly Rural/ Rural,41,0,2,0,0,0,0,Home Maker,0,54130.215155,0,17.549201712,32090,0,17,0
225,1,6716,3,36,4,0,,No,$0,Yes,z_F,z_High School,Student,54,Private,"$1,500",4,z_SUV,no,$0,0,No,5,10,Highly Urban/ Urban,36,0,2,0,0,6309.65,1,Student,0,0,0,54.384950681,1500,0,10,0
227,0,0,0,49,0,13,"$59,148",No,"$162,428",Yes,z_F,z_High School,Professional,18,Private,"$12,310",1,z_SUV,no,"$8,948",1,No,0,1,Highly Urban/ Urban,49,0,3,13,0,59147.77361,0,Professional,0,162427.78404,0,18.351474183,12310,2,1,0
229,0,0,0,47,0,10,"$81,899",No,"$232,928",z_No,M,z_High School,Professional,25,Private,"$14,390",1,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban,47,0,3,10,0,81898.573346,0,Professional,0,232928.32993,0,24.553790278,14390,0,1,0
231,0,0,0,45,3,,"$1,158",No,$0,Yes,z_F,z_High School,Student,10,Commercial,"$6,120",10,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural,45,0,2,10,1,1158.4984447,0,Student,0,0,0,9.9191598035,6120,0,1,0
232,0,0,0,53,0,15,"$114,088",No,"$306,745",Yes,z_F,z_High School,Manager,25,Private,"$22,920",10,Pickup,no,$0,0,No,0,8,Highly Urban/ Urban,53,0,3,15,0,114087.68182,0,Manager,0,306745.23183,0,25.457927377,22920,0,8,0
233,0,0,0,51,0,13,"$80,621",No,"$256,152",Yes,z_F,z_High School,Professional,27,Private,"$25,700",1,Van,no,$0,0,No,0,1,Highly Urban/ Urban,51,0,3,13,0,80620.843742,0,Professional,0,256151.91364,0,26.865143662,25700,0,1,0
234,0,0,0,51,1,12,"$94,328",No,"$327,651",Yes,z_F,Masters,Lawyer,44,Private,"$6,900",3,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban,51,0,3,12,0,94327.990966,0,Lawyer,0,327650.64131,0,43.632878408,6900,0,1,0
235,1,53571.214081,0,36,3,11,"$49,703",Yes,"$253,132",z_No,M,Masters,,37,Commercial,"$42,550",1,Panel Truck,yes,"$35,879",1,Yes,0,20,Highly Urban/ Urban,36,0,2,11,0,49703.424919,0,z_Blue Collar,1,253131.89958,0,37.321969503,39090,3,20,0
236,0,0,0,43,0,12,,No,"$179,229",z_No,z_F,Bachelors,Manager,55,Private,"$8,160",1,z_SUV,no,"$6,836",3,No,0,6,Highly Urban/ Urban,43,0,2,12,0,87461.56,1,Manager,0,179228.91308,0,54.939735014,8160,2,6,0
237,0,0,0,43,0,11,,No,"$209,570",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$13,160",13,Minivan,no,"$8,569",3,Yes,3,1,Highly Urban/ Urban,43,0,2,11,0,58957.01,1,z_Blue Collar,0,209570.22462,0,32.248007468,13160,2,1,0
238,1,4257,0,53,0,13,"$25,289",No,"$108,139",Yes,z_F,<High School,Home Maker,31,Private,"$13,850",1,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban,53,0,3,13,0,25288.542633,0,Home Maker,0,108139.1586,0,30.843444926,13850,0,7,0
239,0,0,0,40,0,7,"$95,405",No,$0,z_No,M,Masters,,34,Commercial,"$24,220",4,Panel Truck,no,$0,0,No,3,14,Highly Urban/ Urban,40,0,2,7,0,95404.930708,0,Lawyer,1,0,0,33.700128357,24220,0,14,0
240,1,4277,0,31,3,14,"$26,112",No,"$117,229",Yes,z_F,<High School,Clerical,58,Private,"$14,030",3,z_SUV,no,$0,0,No,0,5,z_Highly Rural/ Rural,31,0,1,14,0,26112.396319,0,Clerical,0,117228.96396,0,57.76677153,14030,0,5,0
242,1,19597.135871,0,58,0,12,"$131,560",No,,z_No,z_F,PhD,Doctor,40,Private,"$14,870",1,z_SUV,no,$0,0,No,2,14,Highly Urban/ Urban,58,0,4,12,0,131560.15926,0,Doctor,0,269556.66,1,39.977858461,14870,0,14,0
244,0,0,0,50,0,14,"$90,566",No,"$295,771",z_No,z_F,Masters,Lawyer,40,Private,"$23,260",17,Van,no,$0,0,No,0,18,Highly Urban/ Urban,50,0,3,14,0,90566.275516,0,Lawyer,0,295771.46844,0,39.95403403,23260,0,18,0
245,0,0,0,45,2,12,"$62,447",Yes,"$203,472",z_No,M,z_High School,z_Blue Collar,39,Commercial,"$12,240",7,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban,45,0,2,12,0,62447.149317,0,z_Blue Collar,0,203472.49425,0,39.076743419,12240,0,1,0
246,0,0,0,46,0,5,"$108,701",No,"$337,340",Yes,z_F,Masters,Manager,39,Private,"$12,070",3,z_SUV,no,$0,0,No,0,17,Highly Urban/ Urban,46,0,3,5,0,108700.84574,0,Manager,0,337340.08073,0,38.689216086,12070,0,17,0
